"id","title","url","latitude","longitude","is_correctly"
11,"Советский район (Тамбов)","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.72,41.405,1
12,"Первомайский (городской округ город Тамбов)","https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4_%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.78805555555555,41.385555555555555,1
13,"Астраханская улица (Тамбов)","https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D0%BB%D0%B8%D1%86%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.6975,41.46277777777778,1
14,"Октябрьский район (Тамбов)","https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.74777777777778,41.436388888888885,1
15,"Ленинский район (Тамбов)","https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.71666666666667,41.483333333333334,1
16,"Вознесенский монастырь (Тамбов)","https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%BD%D0%B5%D1%81%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.731388888888894,41.46222222222222,1
17,"Тамбо-Колорадо","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE-%D0%9A%D0%BE%D0%BB%D0%BE%D1%80%D0%B0%D0%B4%D0%BE",13.705277777777775,75.82916666666667,1
18,"Тамбо (река, впадает в Кинг)","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE_(%D1%80%D0%B5%D0%BA%D0%B0,_%D0%B2%D0%BF%D0%B0%D0%B4%D0%B0%D0%B5%D1%82_%D0%B2_%D0%9A%D0%B8%D0%BD%D0%B3)",37.85777777777778,147.79416666666663,1
19,"Спасо-Преображенский собор (Тамбов)","https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B0%D1%81%D0%BE-%D0%9F%D1%80%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%BE%D0%B1%D0%BE%D1%80_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.727222222222224,41.45888888888889,1
20,"Тамба","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%B0",35.17722222222222,135.03583333333333,1
21,"Международный аэропорт имени О. Р. Тамбо","https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B0%D1%8D%D1%80%D0%BE%D0%BF%D0%BE%D1%80%D1%82_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%9E._%D0%A0._%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE",26.139166666666664,28.246111111111112,1
22,"Церковь Воздвижения Святого Креста (Тамбов)","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C_%D0%92%D0%BE%D0%B7%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE_%D0%9A%D1%80%D0%B5%D1%81%D1%82%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.71388888888889,41.458333333333336,1
23,"Интернациональная улица (Тамбов)","https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%83%D0%BB%D0%B8%D1%86%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.72083333333334,41.448055555555555,1
24,"Тамбей","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%B5%D0%B9",71.47500000000001,71.81,1
25,"Советская улица (Тамбов)","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D0%BB%D0%B8%D1%86%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.71666666666667,41.45944444444445,1
26,"Тамбы","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D1%8B",54.10027777777778,47.70861111111111,1
27,"Тамбовская область","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C",52.71666666666667,41.56666666666667,1
28,"Эль-Тамбо (Нариньо)","https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C-%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE_(%D0%9D%D0%B0%D1%80%D0%B8%D0%BD%D1%8C%D0%BE)",1.4105555555555556,77.39472222222223,1
29,"Арженка","https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B6%D0%B5%D0%BD%D0%BA%D0%B0",52.649166666666666,41.86083333333333,1
30,"Сабурово (станция)","https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D1%83%D1%80%D0%BE%D0%B2%D0%BE_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F)",52.88722222222222,40.78111111111111,1
31,"Тамба-Сасаяма","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%B0-%D0%A1%D0%B0%D1%81%D0%B0%D1%8F%D0%BC%D0%B0",35.075833333333335,135.21916666666667,1
32,"Кензарь","https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D0%B7%D0%B0%D1%80%D1%8C",52.46472222222223,41.68083333333333,1
33,"Никифоровка (станция)","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%B8%D1%84%D0%BE%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F)",52.88722222222222,40.78111111111111,1
34,"Девилс-Тамб","https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B2%D0%B8%D0%BB%D1%81-%D0%A2%D0%B0%D0%BC%D0%B1",57.09138888888889,132.36944444444444,1
35,"Апуримак","https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D1%83%D1%80%D0%B8%D0%BC%D0%B0%D0%BA",10.709722222222222,73.75111111111111,1
36,"Тамбо (Квинсленд)","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE_(%D0%9A%D0%B2%D0%B8%D0%BD%D1%81%D0%BB%D0%B5%D0%BD%D0%B4)",24.885277777777777,146.2511111111111,1
37,"Эль-Тамбо (Каука)","https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C-%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE_(%D0%9A%D0%B0%D1%83%D0%BA%D0%B0)",2.4508333333333336,76.81083333333333,1
38,"Ивановка (Петровский сельсовет)","https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%B2%D0%B5%D1%82)",52.64472222222222,40.00694444444444,1
39,"Мичуринск-Уральский","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%87%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA-%D0%A3%D1%80%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9",52.897777777777776,40.49722222222222,1
40,"Малая Алексеевка (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D1%8F_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.67805555555555,40.10388888888889,1
41,"Михайловка (Петровский сельсовет)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%B2%D0%B5%D1%82)",52.71888888888889,39.94305555555555,1
42,"Шилово (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%A8%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.95277777777778,42.28472222222222,1
43,"Тоновка (станция)","https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F)",52.63361111111111,42.82194444444445,1
44,"Максимовка (Бондарский район)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.97055555555555,42.18,1
45,"Кирсанов (станция)","https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D1%81%D0%B0%D0%BD%D0%BE%D0%B2_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F)",52.64277777777778,42.727222222222224,1
46,"Иноземная Духовка","https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%BE%D0%B7%D0%B5%D0%BC%D0%BD%D0%B0%D1%8F_%D0%94%D1%83%D1%85%D0%BE%D0%B2%D0%BA%D0%B0",52.92916666666667,41.40416666666667,1
47,"Кирсанов","https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D1%81%D0%B0%D0%BD%D0%BE%D0%B2",52.65,42.733333333333334,1
48,"Большая Алексеевка (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.60888888888889,40.011944444444445,1
49,"Сомовка (Липецкая область)","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BC%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9B%D0%B8%D0%BF%D0%B5%D1%86%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.318333333333335,40.54222222222222,1
50,"Лицей № 14 (Тамбов)","https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%86%D0%B5%D0%B9_%E2%84%96_14_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2)",52.75055555555556,41.41166666666666,1
51,"Посёлок совхоза «Комсомолец»","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D1%81%D0%BE%D0%B2%D1%85%D0%BE%D0%B7%D0%B0_%C2%AB%D0%9A%D0%BE%D0%BC%D1%81%D0%BE%D0%BC%D0%BE%D0%BB%D0%B5%D1%86%C2%BB",52.75694444444444,41.275277777777774,1
52,"Марьевка (Инжавинский район)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%8C%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%98%D0%BD%D0%B6%D0%B0%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.20027777777778,42.63944444444444,1
53,"Лысые Горы (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%9B%D1%8B%D1%81%D1%8B%D0%B5_%D0%93%D0%BE%D1%80%D1%8B_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.84583333333334,41.22638888888889,1
54,"Чернавка (Бондарский район)","https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D0%B2%D0%BA%D0%B0_(%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.95277777777778,42.28472222222222,1
55,"Преображенский (платформа)","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%BF%D0%BB%D0%B0%D1%82%D1%84%D0%BE%D1%80%D0%BC%D0%B0)",52.61611111111111,42.86,1
56,"Булгаково-Дергачёвка","https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BB%D0%B3%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE-%D0%94%D0%B5%D1%80%D0%B3%D0%B0%D1%87%D1%91%D0%B2%D0%BA%D0%B0",52.448611111111106,41.03888888888888,1
57,"Гришинский (платформа)","https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%88%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%BF%D0%BB%D0%B0%D1%82%D1%84%D0%BE%D1%80%D0%BC%D0%B0)",52.528888888888886,43.0975,1
58,"Оголиновка","https://ru.wikipedia.org/wiki/%D0%9E%D0%B3%D0%BE%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0",52.12166666666667,42.60777777777778,1
59,"Никольское 2-е (Тихвинский сельсовет)","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_2-%D0%B5_(%D0%A2%D0%B8%D1%85%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%B2%D0%B5%D1%82)",52.23888888888889,40.36138888888889,1
60,"Граждановка (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.95277777777778,42.28472222222222,1
61,"Княжево (Знаменский район)","https://ru.wikipedia.org/wiki/%D0%9A%D0%BD%D1%8F%D0%B6%D0%B5%D0%B2%D0%BE_(%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.49805555555556,41.62305555555555,1
62,"Николаевка (Добровский район)","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%94%D0%BE%D0%B1%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.714444444444446,39.914722222222224,1
63,"Тамбовская военная авиационная школа пилотов","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B0%D0%B2%D0%B8%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F_%D1%88%D0%BA%D0%BE%D0%BB%D0%B0_%D0%BF%D0%B8%D0%BB%D0%BE%D1%82%D0%BE%D0%B2",52.70777777777778,41.38861111111111,1
64,"Матышево (станция)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%8B%D1%88%D0%B5%D0%B2%D0%BE_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F)",50.361111111111114,44.996944444444445,1
65,"Большой Ломовис","https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B9_%D0%9B%D0%BE%D0%BC%D0%BE%D0%B2%D0%B8%D1%81",53.280833333333334,41.99611111111111,1
66,"Наливкино (Демшинский сельсовет)","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BB%D0%B8%D0%B2%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%94%D0%B5%D0%BC%D1%88%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%B2%D0%B5%D1%82)",52.10138888888889,40.3325,1
67,"Тамбовский кремль","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B5%D0%BC%D0%BB%D1%8C",52.72833333333333,41.46527777777778,1
68,"Михайловка (Новопокровский поссовет)","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9D%D0%BE%D0%B2%D0%BE%D0%BF%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%81%D0%BE%D0%B2%D0%B5%D1%82)",52.17972222222222,40.941111111111105,1
69,"Донское (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.77583333333333,41.48833333333334,1
70,"Новая Павловка (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",53.19694444444444,40.999722222222225,1
71,"Нижний Шибряй","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%A8%D0%B8%D0%B1%D1%80%D1%8F%D0%B9",52.02944444444445,42.32694444444445,1
72,"Николаевка (Добринский район)","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%94%D0%BE%D0%B1%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.24027777777778,40.600833333333334,1
73,"Посёлок имени 2-й пятилетки","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_2-%D0%B9_%D0%BF%D1%8F%D1%82%D0%B8%D0%BB%D0%B5%D1%82%D0%BA%D0%B8",52.44083333333333,42.05361111111111,1
74,"Русаново (Липецкая область)","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%B0%D0%BD%D0%BE%D0%B2%D0%BE_(%D0%9B%D0%B8%D0%BF%D0%B5%D1%86%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.14805555555556,40.32555555555556,1
75,"Хитрово (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%A5%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%BE_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.46472222222223,41.895,1
76,"Аза (приток Цны)","https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0_(%D0%BF%D1%80%D0%B8%D1%82%D0%BE%D0%BA_%D0%A6%D0%BD%D1%8B)",54.05027777777777,42.00805555555556,1
77,"Плеханово (Липецкая область)","https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B5%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%BE_(%D0%9B%D0%B8%D0%BF%D0%B5%D1%86%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.63388888888889,39.84722222222222,1
78,"Умёт (Тамбовская область)","https://ru.wikipedia.org/wiki/%D0%A3%D0%BC%D1%91%D1%82_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C)",52.56166666666666,42.975833333333334,1
79,"Раевка (река)","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B5%D0%B2%D0%BA%D0%B0_(%D1%80%D0%B5%D0%BA%D0%B0)",53.5775,42.63722222222222,1
80,"Новоселье (Задонский район)","https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B5%D0%BB%D1%8C%D0%B5_(%D0%97%D0%B0%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD)",52.59666666666667,38.836666666666666,1
81,"Нижняя Мосоловка","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D1%8F%D1%8F_%D0%9C%D0%BE%D1%81%D0%BE%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0",52.0775,40.059999999999995,1
82,"Орьев","https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D1%8C%D0%B5%D0%B2",53.39555555555555,42.81166666666666,1
